id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
1353,Cần bán xe spacy cũ,1.500.000 đ,19.75 tr,23.19 tr,"Phường 4, Quận 8, Tp Hồ Chí Minh","Đổi xe mới, nên em cần bán lại chiếc spacy cũ.
Xe của nhật, lâu đời. Xe vẫn còn chạy được.",Honda,Spacy,2000,100000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/123489619.htm,2025-11-28 15:50:25,1.5,9.246672,1,Giá RẺ bất thường. AI dự đoán: 9.25 tr. (Thấp hơn 84%)
1369,xe đẹp như mới 9 chủ kí,10.500 đ,9.06 tr,10.64 tr,"Phường 13, Quận 8, Tp Hồ Chí Minh","Honda FI
400/9c tùng thiện vương phường 13 quận 8 tphcm",Honda,Air Blade,2012,300000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/123419771.htm,2025-11-28 15:50:25,0.0105,4.3975043,1,Giá RẺ bất thường. AI dự đoán: 4.40 tr. (Thấp hơn 100%)
1410,wave 125 thailan 2003,50.000.000 đ,10.03 tr,11.77 tr,"Phường 6, Quận 8, Tp Hồ Chí Minh","xe đầu nồi mờ rồi mày êm nhe , miển tiếp cò lái",Honda,Wave,2003,10000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/123248887.htm,2025-11-28 15:50:25,50.0,17.521523,1,Giá CAO bất thường. AI dự đoán: 17.52 tr. (Cao hơn 185%)
1420,wave up full Fi cấu hình 12ly54 còn thương lượng,19.000.000 đ,10.24 tr,12.02 tr,"Phường 16, Quận 8, Tp Hồ Chí Minh","Mua về là chạy
Đã dọn từ trong ra ngoài",Honda,Wave,2005,500000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/123221881.htm,2025-11-28 15:50:25,19.0,10.333989,1,Giá CAO bất thường. AI dự đoán: 10.33 tr. (Cao hơn 84%)
1442,Cần tiền bán gấp xe Air Blade,1.500.000 đ,24.1 tr,28.29 tr,"Phường 7, Quận 8, Tp Hồ Chí Minh",Do minh cân tiền nên bán gấp! Giá thỏa thuận khi truc tiep xem xe,Honda,Air Blade,2019,53459,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/117230005.htm,2025-11-28 15:50:25,1.5,23.882778,1,Giá RẺ bất thường. AI dự đoán: 23.88 tr. (Thấp hơn 94%)
1450,Siêu Phẩm ZX up Thái 110,65.000.000 đ,11.52 tr,13.52 tr,"Phường 1, Quận 10, Tp Hồ Chí Minh","Xe Zin máy móc êm ru
Xe chính chủ kí 30s
Xem xe tại Q10",Honda,Wave,2004,2500,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/125104800.htm,2025-11-28 15:50:25,65.0,15.065392,1,Giá CAO bất thường. AI dự đoán: 15.07 tr. (Cao hơn 331%)
1453,BÁN XE CUB NHẬP KHẨU CHÍNH CHỦ 1 ĐỜI,20.000.000 đ,4.85 tr,5.69 tr,"Phường 10, Quận 10, Tp Hồ Chí Minh","Tìm chủ mới cho em Cub huyền thoại, hàng nhập khẩu nguyên thùng từ Nhật những năm 1990s – xe chính chủ một đời, giấy tờ đầy đủ.

Thông tin xe:
• Dòng xe: Honda Cub 50cc
• Xuất xứ: Nhập khẩu nguyên chiếc từ Nhật
• Tình trạng: Máy êm, nhẹ, xài ngon ơ.
• Năm 2020 đã tân trang thêm đề tay, giữ nguyên bản chất cổ điển nhưng tiện dụng hơn cho đời sống hàng ngày.
• Ngoại hình: Xanh rêu phong trần, dàn áo cứng, sạch, không trầy xước lớn.

Giá yêu thương cho người có duyên. Xe thích hợp cho người chơi xe cổ, yêu phong cách vintage, hoặc cần một chiếc xe gắn liền với ký ức thanh xuân, bền bỉ – tiết kiệm – không lỗi thời.

Vui lòng gọi Cô Nga ***

Cảm ơn cả nhà đã đọc tin & share giúp",Honda,Cub,1990,100,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/125037000.htm,2025-11-28 15:50:25,20.0,10.792185,1,Giá CAO bất thường. AI dự đoán: 10.79 tr. (Cao hơn 85%)
1456,DUKE 390 2017 đi nhanh 4x,49.000.000 đ,6.24 tr,7.32 tr,"Phường 13, Quận 10, Tp Hồ Chí Minh","ai mê mấy em thể thao thì bơi hết vào đây có con xe cần tìm chủ mới. Tình trạng như hình.
Duke 390 Bs: Sg 
giá về tay 4x nha quý dị mua bán trao đổi uy tín chính chủ bao zin full bảo dưỡng.
Giao dịch nhanh chống pháp lý gọn gàng kiếm em",Hãng khác,Dòng khác,2017,33820,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124997923.htm,2025-11-28 15:50:25,49.0,19.971617,1,Giá CAO bất thường. AI dự đoán: 19.97 tr. (Cao hơn 145%)
1458,sh việt kiều ý,120.000.000 đ,74.57 tr,87.54 tr,"Phường 1, Quận 10, Tp Hồ Chí Minh","#SH150 foom 🇮🇹 , hàng 3 cục 
#SM5005 : Date 2011
Đầu zin chưa chạm ( bao )
BStp dễ nhìn 9 chủ ký giấy 
Giá 1xx.triệu ( x tiểu học , nhắc máy alo cho e nha )

Xem xe 297 đỗ xuân hợp , F.phước long B ,TP thủ đức, Tphcm + quận 10 ae tiện ở đâu thì ghé ở đó hoặc mình chạy qua cũng được",Honda,SH,2022,22000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124977626.htm,2025-11-28 15:50:25,120.0,67.03503,1,Giá CAO bất thường. AI dự đoán: 67.04 tr. (Cao hơn 79%)
1465,"Cần bán xe Vespa cổ 1968, xe zin bao chính chủ",85.000.000 đ,49.12 tr,57.66 tr,"Phường 10, Quận 10, Tp Hồ Chí Minh","Khu vực Tp Hồ Chí Mính, thanh lý 1 chiếc Vespa cổ còn nguyên bản sản xuất năm 1968, còn tin này là còn xe

Đt *** gặp Hòa",Piaggio,Vespa,trước năm 1980,9999,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124855344.htm,2025-11-28 15:50:25,85.0,46.217403,1,Giá CAO bất thường. AI dự đoán: 46.22 tr. (Cao hơn 84%)
1468,SH 150. Nhập ý,179.000.000 đ,111.87 tr,131.33 tr,"Phường 7, Quận 10, Tp Hồ Chí Minh","Không nhu cầu sử dụng cần bán gấp sh 150nhập ý xe đẹp , nhu cầu liên hệ xe chính chủ 
188 đường tân phước p6Q10",Honda,SH,2011,23000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124810362.htm,2025-11-28 15:50:25,179.0,96.691986,1,Giá CAO bất thường. AI dự đoán: 96.69 tr. (Cao hơn 85%)
1472,Bán xe vespa LX125,20.000.000 đ,6.74 tr,7.91 tr,"Phường 14, Quận 10, Tp Hồ Chí Minh","- xe chạy êm, còn ngon. Hơi trầy bụng, có thể qua xem trực tiếp.
- máy zin
- chính chủ",Piaggio,Vespa,2011,47500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124733127.htm,2025-11-28 15:50:25,20.0,9.91452,1,Giá CAO bất thường. AI dự đoán: 9.91 tr. (Cao hơn 102%)
1481,Bán SH 150 Ý 2012,190.000.000 đ,101.46 tr,119.11 tr,"Phường 12, Quận 10, Tp Hồ Chí Minh","SH 150 Ý đời 2012, số máy 110
Chính chủ, biến số đẹp tp 
Sang tên, uỷ quyền đều được",Honda,SH,2012,80000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124600231.htm,2025-11-28 15:50:25,190.0,77.9003,1,Giá CAO bất thường. AI dự đoán: 77.90 tr. (Cao hơn 144%)
1484,suzuki bền bỉ theo năm tháng,185.000.000 đ,156.4 tr,183.6 tr,"Phường 13, Quận 10, Tp Hồ Chí Minh","CẦN BÁN :
🖤 SUZUKI GSX S1000 HQCN
ĐĂNG KÝ LẦN ĐẦU 2016
Odo chuẩn : 17k
Xe chủ yếu đi cafe ít chạy tour xa 
Chỉ 2 từ thôi ạ “ Xe Keng & Hoàn Hảo 
Up List Đồ Chơi cơ bản :
 - Xe có 3 mode chạy
Có thêm kiểm soát độ bám đường Traction Control
- 𝐏𝐨̂ pô akrapovic carbon 𝐂𝐡𝐢́𝐧𝐡 𝐇𝐚̃𝐧𝐠
- 𝐎̂́𝐏 𝐁𝐚̉𝐨 𝐯𝐞̣̂ 𝐋𝐨̂́𝐜 𝐌𝐚́𝐲 𝐆𝐁 𝐑𝐚𝐜𝐢𝐧𝐠 
- 𝐂𝐡𝐨𝐚́ đ𝐞̀𝐧 𝐁𝐢 𝐜𝐚̂̀𝐮 𝐋𝐚𝐳𝐞 
- 𝐊𝐢́𝐧𝐡 𝐂𝐡𝐚̆́𝐧 𝐆𝐢ó
- 𝐂𝐚̣̆𝐩 𝐋𝐞𝐝𝐭𝐮𝐧 𝟒𝟎 
- 𝐎̂́𝐜 𝐛𝐞𝐧 , 𝐂𝐡𝐞 𝐊𝐞́𝐭 𝐍𝐮̛𝐨̛́𝐜 , 𝐂𝐡𝐨̂́𝐧𝐠 đ𝐨̂̉ 𝐓𝐡𝐚̂𝐧
- xe vừa bão dưỡng ve sinh thay nhớt + nước mát..mua ve chi chạy thui
- Hiện tại đang đi pô zin

ĐỒ ZIN CÒN ĐỦ 2 chìa & Pô zin ..kiếng zin theo xe

Nay bán 180🤘🏻gom tiền lên cc hoặc ae có Xr hay Gs 1250 ( 2016--> 2021 ) bù trừ hợp lý
 - Xem xe tại Hòa Hưng Q10
- 9 chủ bán cong chứng ủy quyền thoải mái
- [ ] Ae thóc lúa nhanh lẹ km 1 nón fullface Poc size 3xl ( ko có cardo) mới 100% mua ve chưa sử dụng còn luôn hộp

CALL : *** Phương",Suzuki,GSX,2016,17000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124385001.htm,2025-11-28 15:50:25,185.0,82.070656,1,Giá CAO bất thường. AI dự đoán: 82.07 tr. (Cao hơn 125%)
1490,Bán xe chính chủ tại tphcm,30.000.000 đ,14.49 tr,17.01 tr,"Phường 14, Quận 10, Tp Hồ Chí Minh","Xe rin chính chủ tại tphcm ko qua trung gian, không sử dụng cần bán LH tel/zalo : *** - ***",Honda,Dream,1996,15000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124316808.htm,2025-11-28 15:50:25,30.0,14.994786,1,Giá CAO bất thường. AI dự đoán: 14.99 tr. (Cao hơn 100%)
1493,SYM Power 80 xe trùm mền rất ít chạy,8.200.000 đ,,,"Phường 2, Quận 10, Tp Hồ Chí Minh","Xe 100%,rất đẹp,rất bền thập niên 80
Cái chất xe khỏi bàn zin từ A đến Z,cái máy nhẹ tưng 
Ae mê xe cổ zin độc lạ xin liên hệ
Chính chủ chứng giấy
Không nhận tin nhắn",SYM,Dòng khác,1994,240000,Đã sử dụng,Xe số,50 - 100 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124281179.htm,2025-11-28 15:50:25,8.2,3.7630167,1,Giá CAO bất thường. AI dự đoán: 3.76 tr. (Cao hơn 118%)
1495,Dylan fullnew,40.000.000 đ,11.58 tr,13.59 tr,"Phường 15, Quận 10, Tp Hồ Chí Minh","Chính chủ cavet 
Options : 
Ohlins 743 
Nồi BBS performance ( nồi zin còn )",Honda,Dylan,2005,28000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124263225.htm,2025-11-28 15:50:25,40.0,12.229396,1,Giá CAO bất thường. AI dự đoán: 12.23 tr. (Cao hơn 227%)
1501,zx úp thái zin kiểng,64.000.000 đ,11.52 tr,13.52 tr,"Phường 1, Quận 10, Tp Hồ Chí Minh",Xe tâm huyết chia lại cho ae nào chung đam mê,Honda,Wave,2004,2230,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124131373.htm,2025-11-28 15:50:25,64.0,15.065392,1,Giá CAO bất thường. AI dự đoán: 15.07 tr. (Cao hơn 325%)
1502,"Cần bán Wave Rs bản 2010 , xe 1 đời chủ nguyên Zin",13.500.000 đ,6.06 tr,7.11 tr,"Phường 15, Quận 10, Tp Hồ Chí Minh","Cần bán Wave Rs 110 đời 2010 xe 1 đời chủ nguyên Zin . Đang hoạt động bình thường 

Mới lên bộ bánh mâm và vỏ không ruột. 

Biển số Sài Gòn Quận 10 .

Giấy tờ cavet chính chủ , kèm bộ hồ sơ tự quản công an đưa 

Anh em có nhu cầu liên hệ call , không nhận tin nhắn",Honda,Wave,2010,68000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124129930.htm,2025-11-28 15:50:25,13.5,6.9344473,1,Giá CAO bất thường. AI dự đoán: 6.93 tr. (Cao hơn 95%)
1503,"Cần bán Vespa LX150, 1 Chủ Từ Đầu",18.000.000 đ,6.48 tr,7.61 tr,"Phường 8, Quận 10, Tp Hồ Chí Minh","Cần bán xe Vespa LX150, 1 đời chủ sử dụng từ đầu, odo 38K, xe nguyên zin, có lịch sử hãng.
Xe mới thay lốp xe, bình",Piaggio,Vespa,2009,38000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/124111215.htm,2025-11-28 15:50:25,18.0,9.805816,1,Giá CAO bất thường. AI dự đoán: 9.81 tr. (Cao hơn 84%)
1511,xe Mio Umtimo,10.800.000 đ,6.09 tr,7.15 tr,"Phường 7, Quận 10, Tp Hồ Chí Minh","Xe thái lan,kg chính chủ,xe chưa rớt đầu,có giấy cửa hàng và bao tranh chấp",Yamaha,Mio,2007,10000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123988315.htm,2025-11-28 15:50:25,10.8,5.587214,1,Giá CAO bất thường. AI dự đoán: 5.59 tr. (Cao hơn 93%)
1514,bán xe Mio Umtimo,10.800.000 đ,6.09 tr,7.15 tr,"Phường 7, Quận 10, Tp Hồ Chí Minh","Xe xin chưa rớt đầu,xe nhập nguyên con thái lan,xe không chính chủ,giấy tờ đầy đủ và giấy cửa hàng,bao tranh chấp",Yamaha,Mio,2007,14800,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123887794.htm,2025-11-28 15:50:25,10.8,5.271434,1,Giá CAO bất thường. AI dự đoán: 5.27 tr. (Cao hơn 105%)
1516,Xe Vespa Nữ Chạy Màu Trắng Ngọc Trinh,25.000.000 đ,19.01 tr,22.32 tr,"Phường 7, Quận 10, Tp Hồ Chí Minh","Xe đã qua sử dụng
Odo <100000
Xem xe tại quận 10
Số Điện Thoại: *** (Thảo)",Piaggio,Vespa,2014,100000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123807187.htm,2025-11-28 15:50:25,25.0,13.277123,1,Giá CAO bất thường. AI dự đoán: 13.28 tr. (Cao hơn 88%)
1518,❤️SH350i Full Đồ Chơi Biển SG Người Dùng❤️,150.000.000 đ,69.27 tr,81.32 tr,"Phường 9, Quận 10, Tp Hồ Chí Minh","❤️SH350i 11/2021 Máy Thái Full Đồ Chơi Biển SG 1 Chủ Đập Thùng Lúc Mua Ra Giấy 195TR Tiền Độ Khoảng 70Tr, Xe bao máy móc nguyên zin 100% , Bán Cho Anh Em Chơi Xe Đam Mê Nên Anh Em Cò Lái Đừng Ép Giá ( Thanks )
🚘Odo 53.361km ( có phát sinh do đi lại hàng ngày )
List Đồ Trên Xe Tất Cả Đều Mua New Full Box :
🔥Mâm cnc Kingspeed + Vỏ pirelli
🔥Đĩa Kingspeed trước + Đĩa Galfer sau
🔥Heo Brembo 2 pis trước sau + dây dầu hel + pát cnc trước sau
🔥Full ngắt dầu Brembo thái + dây dầu hel thông nhớt
🔥Tay thắng crg carbon fiber đúc 
🔥Gù tay lái carbon fiber
🔥Nắp che kính carbon fiber
🔥Nắp bình xăng carbon 
🔥Kính chắn gió zhipat
🔥Ốp lọc gió zhipat
🔥Cảng nhôm zhipat
🔥Yên bọc đệm kimdan
🔥Lọc gió DNA
🔥Lọc nhớt K&N
🔥Bao tay lái TBT
🔥Pô Akrapovic + Full cổ titan
🔥Phuộc DNA + HPA
🔥Led audi demi
🔥Full ốc titan ( 200c )
🔥Xe làm full nồi pô gió 
🏠Mua bán tại nhà Lý Thái Tổ Q10",Honda,SH,2021,53000,Đã sử dụng,Tay ga,Trên 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123565297.htm,2025-11-28 15:50:25,150.0,74.66249,1,Giá CAO bất thường. AI dự đoán: 74.66 tr. (Cao hơn 101%)
1535,AB 125 pbdb 2015,26.600.000 đ,15.9 tr,18.67 tr,"Phường 1, Quận 10, Tp Hồ Chí Minh",Ab 125 xe zin từ a đến z bảo trì hàng tháng ae thiện chí alo minh,Honda,Air Blade,2015,9000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123694170.htm,2025-11-28 15:50:25,26.6,13.236977,1,Giá CAO bất thường. AI dự đoán: 13.24 tr. (Cao hơn 101%)
1563,Vespa 946 66666,890.000.000 đ,59.58 tr,69.94 tr,"Phường 2, Quận 10, Tp Hồ Chí Minh",Xe vợ mua không đi chùm mền để lại Anh Em Chơi ***,Piaggio,Vespa,2023,0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123398277.htm,2025-11-28 15:50:25,890.0,51.850292,1,Giá CAO bất thường. AI dự đoán: 51.85 tr. (Cao hơn 1616%)
1569,nhượng lại đam mê,53.000.000 đ,41.9 tr,49.18 tr,"Phường 10, Quận 10, Tp Hồ Chí Minh","nhượng lại đêm mê xe trưng bày ko dùng tới
2010 xe mới dọn toàn đồ zin + áo mới hãng 100% ( xe chính chủ)
két nước + bô zin moi+ bộ điện + cổ titan chuẩn 
máy 57 kck+ lòng 150
rodai 500km coi như xe mới dọn ( có hoá đơn bảo hành máy )
xe mua dọn mới ra 63trieu
trật chỗ nhượng lại 53tr ko bàn cãi chất lượng
xem xe 24/24 quận 10 tphcm
***",Yamaha,Exciter,2010,100000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123362865.htm,2025-11-28 15:50:25,53.0,24.13319,1,Giá CAO bất thường. AI dự đoán: 24.13 tr. (Cao hơn 120%)
1573,💥 Piaggio Vespa LXV 125 💥 Biển Số TP💥💥Một đời chủ,23.000.000 đ,6.74 tr,7.91 tr,"Phường 5, Quận 10, Tp Hồ Chí Minh","Bán Lxv máy 3vie bstp chính chủ cần bán
Xe 125cc phun xăng điện tử, nhập khẩu từ Ý
Xe trầy xước như hình
Máy móc nguyên zin chạy rất nhẹ êm
Chính chủ công chứng
Xem xe tại nhà",Piaggio,Vespa,2011,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123336704.htm,2025-11-28 15:50:25,23.0,10.519181,1,Giá CAO bất thường. AI dự đoán: 10.52 tr. (Cao hơn 119%)
1578,"Dream Thái như hình, ca vẹt, bao tranh chấp",15.500.000 đ,2.91 tr,3.42 tr,"Phường 14, Quận 10, Tp Hồ Chí Minh","Dream Thái như hình, xe còn cứng, máy chạy im ru , mạnh mẻ, mua về chỉ đổ xăng đi
Bán xe giao cà vẹt, viết giấy bao tranh chấp
Anh em có nhu cầu đến xem lấy",Honda,Dream,trước năm 1980,100000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123323351.htm,2025-11-28 15:50:25,15.5,6.8518114,1,Giá CAO bất thường. AI dự đoán: 6.85 tr. (Cao hơn 126%)
1581,Xipo 120 2000 hqcn sang tên toàn quốc,250.000.000 đ,39.46 tr,46.33 tr,"Phường 9, Quận 10, Tp Hồ Chí Minh","- dư dùng mình cần bán xipo 2000 hqcn sk sm zin ko đục tháp ,xe đồ zin còn nhiều ae nào coi xe với thương lượng lh mình. ***",Suzuki,Sport / Xipo,2000,87878,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123293480.htm,2025-11-28 15:50:25,250.0,66.1931,1,Giá CAO bất thường. AI dự đoán: 66.19 tr. (Cao hơn 278%)
1586,Cân bán fun dàn áo ware nho zin,1.000.000 đ,10.08 tr,11.83 tr,"Phường 7, Quận 10, Tp Hồ Chí Minh",Cân bán fun dàn áo ware nho zin khong có dong ho .tang kèm đèn truoĉ và đèn sau .cho anh chi em nào vè son lai .800k fix nhe cho anh em nào thien chí mua .chi tiet hinh anh nhu hình đã chup .khong chinh sua càt ghép . I'm,Honda,Wave,2003,16888,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-10-tp-ho-chi-minh/123280159.htm,2025-11-28 15:50:25,1.0,11.284924,1,Giá RẺ bất thường. AI dự đoán: 11.28 tr. (Thấp hơn 91%)
1612,Wave a 2016 cần bán,18.500.000 đ,9.73 tr,11.42 tr,"Phường 11, Quận 11, Tp Hồ Chí Minh","Xe chất,vô được máy món đồ chơi xe chùm mềnh ít đi ae nhìn hình đánh giá,ko cần phải giới thiệu nhiều nói chung là xe cọp,mình lấy phuôc nai lai về lại phuộc zin fuull nha xe biển tp chính chủ ủy quyền mua bán gì cũng được,nay kẹt tiền ra đi trong nước mắt,xe màu xám lông chuột trùng cavet nha ae màu này hiếm xe 2016 ít chạy chùm mềnh ko,giá 18tr500,ai hợp nhãn rước e nó tiếp người thiện chí hiểu về chất xe đời này sdt *** ,mong chợ tốt duyệt bài cảm ơn",Honda,Wave,2016,11000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/125182693.htm,2025-11-28 15:50:25,18.5,8.527313,1,Giá CAO bất thường. AI dự đoán: 8.53 tr. (Cao hơn 117%)
1618,❇️Bán xe Sh 150i ý.Trước mua xe mới nguyên thùng ý,190.000.000 đ,98.4 tr,115.51 tr,"Phường 1, Quận 11, Tp Hồ Chí Minh","-Bán chiếc xe Sh ý 150i, đời năm2010, số máy 105. Xe một đời chủ, tôi đứng tên đến nay. BSố tphcm. Trước tôi mua xe mới nguyên thùng nhập ý. Xe ít chạy, trùm mền, còn mới đẹp. Xe đầu zin, chao zin chưa mở. Xe màu sơn đỏ đô nguyên zin, chưa gặm tút. Máy móc xe zin 100/100. Xe này tôi mua đi rất kỷ, thường xuyên bảo dưởng đúng. Nên xe chạy rất nhẹ, êm, mạnh, Xe màu đỏ đô rất sang chảnh, đẹp, cao cấp. Giấy tờ hợp lệ. Xem xe ứng ý. Xem xe tại nhà 81 đg 702 hồng bàng p1, Q11. Điện thoại khi đến. Giá: 190 triệu (một trăm chín mươi triệu đồng)",Honda,SH,2010,3100,Đã sử dụng,Tay ga,100 - 175 cc,Đức,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/124955435.htm,2025-11-28 15:50:25,190.0,108.001945,1,Giá CAO bất thường. AI dự đoán: 108.00 tr. (Cao hơn 76%)
1649,ib zalo ***,9.990.000 đ,4.62 tr,5.42 tr,"Phường 15, Quận 11, Tp Hồ Chí Minh","Mio 110. Chính chủ,luôn giấy độc thân...BAO CÔNG CHỨNG..
✅Máy zin êm mượt vọt...
-Dọn sơ sơ kiễng về chạy.
-Sơn dàn chân.
-Đh koso,phuôc yss,choá Lead,tay thắng,cổ pô titan,vỏ mới,ốc 304 salaya.
✅9tr990vnđ HCM q11 lê đại hành..",Yamaha,Mio,2008,9999,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/124862012.htm,2025-11-28 15:50:25,9.99,5.3560953,1,Giá CAO bất thường. AI dự đoán: 5.36 tr. (Cao hơn 87%)
1650,Cần bán xe suppe Dream 110cc 2016,25.000.000 đ,10.08 tr,11.83 tr,"Phường 4, Quận 11, Tp Hồ Chí Minh",Cần bán xe suppe Dream 110cc đẹp như hình .tiếc kiệm xăng máy êm.xe chỉ đi làm và cafe vòng vòng nhà.qua xem xe thích ngay,Honda,Dream,2016,15000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-11-tp-ho-chi-minh/124847278.htm,2025-11-28 15:50:25,25.0,13.0462265,1,Giá CAO bất thường. AI dự đoán: 13.05 tr. (Cao hơn 92%)
